seed,t,src,dst,dist_m,rssi_level,rssi_slope,rssi_n,beacon_ratio,retry_rate,tx_attempts,trials_probe,fails_probe,trials_cbr,fails_cbr,trials_future,fails_future,pdr_future
7,4.0000,0,6,216.0770,-78.6450,1.7142,28,0.7000,0.8571,7,5,1,0,0,5,1,0.8000
7,4.0000,0,17,723.1076,-86.9439,0.3734,6,0.1500,1.0000,6,10,10,0,0,10,10,0.0000
7,4.0000,0,19,558.4672,-83.7741,0.5332,5,0.1250,1.0000,8,8,8,0,0,8,8,0.0000
7,4.0000,0,23,422.6450,-84.9509,0.0032,11,0.2750,0.8333,6,7,6,0,0,7,6,0.1429
7,4.0000,0,40,663.6217,-86.9146,-0.5134,6,0.1500,1.0000,4,6,6,0,0,6,6,0.0000
7,4.0000,0,49,651.5579,-86.6171,0.3854,6,0.1500,1.0000,8,8,7,0,0,8,7,0.1250
7,4.0000,0,60,528.3538,-84.5134,0.3312,10,0.2500,1.0000,8,7,6,0,0,7,6,0.1429
7,4.0000,0,66,607.5061,-86.4748,1.4263,8,0.2000,1.0000,6,7,6,0,0,7,6,0.1429
7,4.0000,0,69,547.1779,-83.7143,-0.5546,12,0.3000,1.0000,8,7,6,0,0,7,6,0.1429
7,4.0000,0,73,543.2648,-85.3330,1.3548,5,0.1250,1.0000,8,5,4,0,0,5,4,0.2000
7,4.0000,0,74,554.4605,-83.9952,0.9995,8,0.2000,1.0000,8,4,4,0,0,4,4,0.0000
7,4.0000,0,84,828.2917,-88.9373,-0.2340,3,0.0750,1.0000,4,4,4,0,0,4,4,0.0000
7,4.0000,0,85,379.1954,-81.2283,0.0602,11,0.2750,1.0000,8,7,6,0,0,7,6,0.1429
7,4.0000,1,11,448.3734,-82.7793,0.6831,11,0.2683,0.4000,5,7,6,0,0,7,6,0.1429
7,4.0000,1,24,470.8770,-83.3825,0.1163,10,0.2439,1.0000,8,8,8,0,0,8,8,0.0000
7,4.0000,1,34,605.8436,-85.7390,-0.0328,6,0.1463,0.8571,7,8,8,0,0,8,8,0.0000
7,4.0000,1,51,320.5596,-79.8359,1.1929,22,0.5366,0.7143,7,6,3,0,0,6,3,0.5000
7,4.0000,1,53,692.5279,-86.0154,0.5364,4,0.0976,1.0000,8,5,4,0,0,5,4,0.2000
7,4.0000,1,55,203.7265,-72.3724,-2.8165,36,0.8780,0.0000,4,4,0,0,0,4,0,1.0000
7,4.0000,1,86,394.0913,-81.5308,-0.1713,19,0.4634,0.7143,7,7,4,0,0,7,4,0.4286
7,4.0000,2,3,1027.3037,-89.0609,0.8757,3,0.0750,,0,4,4,0,0,4,4,0.0000
7,4.0000,2,5,614.5095,-86.3359,-0.3556,9,0.2250,1.0000,8,6,6,0,0,6,6,0.0000
7,4.0000,2,13,283.8762,-80.3074,1.4930,29,0.7250,0.4000,5,6,4,0,0,6,4,0.3333
7,4.0000,2,16,158.2341,-76.3173,1.3364,34,0.8500,0.0000,4,4,0,0,0,4,0,1.0000
7,4.0000,2,18,363.6312,-82.2747,0.6901,23,0.5750,0.8571,7,7,5,0,0,7,5,0.2857
7,4.0000,2,20,470.9936,-84.0074,0.1466,19,0.4750,0.8750,8,8,7,0,0,8,7,0.1250
7,4.0000,2,21,887.7000,-87.4168,0.5444,6,0.1500,1.0000,4,4,4,0,0,4,4,0.0000
7,4.0000,2,22,532.5484,-84.3032,-0.3813,14,0.3500,1.0000,8,8,8,0,0,8,8,0.0000
7,4.0000,2,29,372.4445,-82.0384,0.4789,19,0.4750,0.7143,7,6,2,0,0,6,2,0.6667
7,4.0000,2,35,509.9766,-83.9173,0.1667,17,0.4250,0.7500,8,8,7,0,0,8,7,0.1250
7,4.0000,2,37,411.2903,-81.3192,-0.7717,19,0.4750,1.0000,8,8,6,0,0,8,6,0.2500
7,4.0000,2,39,432.2486,-83.9008,0.1120,19,0.4750,0.8333,6,7,6,0,0,7,6,0.1429
7,4.0000,2,42,828.1969,-87.0438,-0.6190,3,0.0750,1.0000,4,6,6,0,0,6,6,0.0000
7,4.0000,2,43,850.2654,-87.3016,-0.5587,3,0.0750,1.0000,4,4,4,0,0,4,4,0.0000
7,4.0000,2,45,743.4545,-87.4880,-0.5184,10,0.2500,1.0000,8,8,8,0,0,8,8,0.0000
7,4.0000,2,46,504.7037,-84.2736,0.5661,15,0.3750,0.5000,6,4,3,0,0,4,3,0.2500
7,4.0000,2,50,377.6083,-81.1955,0.8510,20,0.5000,0.8750,8,7,6,0,0,7,6,0.1429
7,4.0000,2,52,662.3527,-86.7094,-0.0555,5,0.1250,1.0000,4,6,4,0,0,6,4,0.3333
7,4.0000,2,54,621.1781,-85.2379,-0.5162,8,0.2000,1.0000,6,8,7,0,0,8,7,0.1250
7,4.0000,2,57,417.1490,-82.1195,-0.4606,18,0.4500,0.7143,7,9,8,0,0,9,8,0.1111
7,4.0000,2,63,512.2467,-84.9015,-0.2616,14,0.3500,0.8571,7,6,4,0,0,6,4,0.3333
7,4.0000,2,64,867.4584,-87.0784,-0.3854,8,0.2000,1.0000,6,4,3,0,0,4,3,0.2500
7,4.0000,2,65,477.1200,-82.7100,-0.0398,20,0.5000,0.8571,7,7,6,0,0,7,6,0.1429
7,4.0000,2,67,589.0662,-85.2055,0.1718,13,0.3250,1.0000,8,8,7,0,0,8,7,0.1250
7,4.0000,2,68,777.6223,-87.5358,-0.3777,7,0.1750,1.0000,3,5,5,0,0,5,5,0.0000
7,4.0000,2,69,801.4165,-86.1247,-0.2823,5,0.1250,1.0000,2,8,8,0,0,8,8,0.0000
7,4.0000,2,74,676.0694,-86.7116,-0.4530,4,0.1000,1.0000,6,8,8,0,0,8,8,0.0000
7,4.0000,2,76,903.8998,-88.3185,-0.0048,6,0.1500,,0,8,8,0,0,8,8,0.0000
7,4.0000,2,80,224.9045,-77.8479,0.7509,26,0.6500,0.3333,6,5,1,0,0,5,1,0.8000
7,4.0000,2,84,488.5186,-82.9541,-0.0753,20,0.5000,0.8750,8,8,8,0,0,8,8,0.0000
7,4.0000,3,0,806.2166,-86.0615,1.5224,4,0.0976,1.0000,8,4,4,0,0,4,4,0.0000
7,4.0000,3,22,523.7572,-84.5479,0.7479,7,0.1707,0.8571,7,7,5,0,0,7,5,0.2857
7,4.0000,3,27,188.4196,-75.9780,0.4370,38,0.9268,0.0000,4,4,0,0,0,4,0,1.0000
7,4.0000,3,30,347.8536,-80.3709,-0.0966,29,0.7073,0.5000,6,7,4,0,0,7,4,0.4286
7,4.0000,3,37,767.0852,-85.5285,0.2639,3,0.0732,1.0000,8,8,8,0,0,8,8,0.0000
7,4.0000,3,45,588.5258,-83.8776,0.9890,10,0.2439,0.8750,8,7,6,0,0,7,6,0.1429
7,4.0000,3,46,694.0257,-86.2151,-0.7480,3,0.0732,0.8750,8,8,8,0,0,8,8,0.0000
7,4.0000,3,69,400.1974,-82.2351,0.4842,14,0.3415,0.8750,8,8,7,0,0,8,7,0.1250
7,4.0000,3,76,328.2226,-78.6333,-0.3717,29,0.7073,0.2000,5,8,6,0,0,8,6,0.2500
7,4.0000,3,84,665.7198,-86.9237,0.6262,4,0.0976,0.8571,7,8,8,0,0,8,8,0.0000
7,4.0000,4,5,685.1127,-86.2575,0.4458,4,0.1000,1.0000,6,8,8,0,0,8,8,0.0000
7,4.0000,4,7,633.0371,-85.0823,-0.4247,5,0.1250,1.0000,8,6,6,0,0,6,6,0.0000
7,4.0000,4,8,118.4627,-70.6420,-0.1803,34,0.8500,0.0000,4,4,0,0,0,4,0,1.0000
7,4.0000,4,17,598.4655,-86.3014,0.8724,4,0.1000,1.0000,8,8,8,0,0,8,8,0.0000
7,4.0000,4,19,711.7854,-87.0927,-0.1508,6,0.1500,1.0000,8,8,8,0,0,8,8,0.0000
7,4.0000,4,25,423.8182,-82.3893,-0.4263,13,0.3250,1.0000,8,8,8,0,0,8,8,0.0000
7,4.0000,4,26,750.6969,-87.2112,-0.1791,4,0.1000,1.0000,6,8,8,0,0,8,8,0.0000
7,4.0000,4,31,386.7658,-81.7903,0.5055,18,0.4500,0.7143,7,7,6,0,0,7,6,0.1429
7,4.0000,4,40,614.7839,-84.2987,-0.0958,7,0.1750,1.0000,8,8,8,0,0,8,8,0.0000
7,4.0000,4,41,524.7587,-84.3406,0.0570,7,0.1750,1.0000,8,8,8,0,0,8,8,0.0000
7,4.0000,4,42,351.3520,-80.5023,0.8073,18,0.4500,0.7143,7,6,3,0,0,6,3,0.5000
7,4.0000,4,43,289.1856,-79.9427,0.8542,26,0.6500,0.8571,7,6,4,0,0,6,4,0.3333
7,4.0000,4,44,534.9495,-83.7562,-0.0648,8,0.2000,0.8571,7,8,8,0,0,8,8,0.0000
7,4.0000,4,49,554.8550,-84.2776,1.1025,7,0.1750,1.0000,6,6,6,0,0,6,6,0.0000
7,4.0000,4,53,727.5832,-86.7381,0.6014,4,0.1000,1.0000,4,2,2,0,0,2,2,0.0000
7,4.0000,4,59,290.6282,-78.3059,0.3088,22,0.5500,0.8571,7,5,1,0,0,5,1,0.8000
7,4.0000,4,62,488.1551,-83.6685,1.2331,9,0.2250,1.0000,8,8,7,0,0,8,7,0.1250
7,4.0000,4,72,202.1898,-75.2224,-0.4184,29,0.7250,0.2000,5,5,1,0,0,5,1,0.8000
7,4.0000,4,73,918.4725,-87.6477,-0.3027,3,0.0750,1.0000,4,4,4,0,0,4,4,0.0000
7,4.0000,4,75,699.7419,-85.3442,0.2942,6,0.1500,1.0000,6,2,2,0,0,2,2,0.0000
7,4.0000,4,77,562.9598,-83.2121,-0.1835,7,0.1750,1.0000,8,4,4,0,0,4,4,0.0000
7,4.0000,4,78,313.4986,-79.4872,0.3647,22,0.5500,0.7143,7,6,3,0,0,6,3,0.5000
7,4.0000,4,79,376.7322,-81.8199,1.4276,12,0.3000,0.8571,7,8,7,0,0,8,7,0.1250
7,4.0000,4,81,340.9606,-77.7906,-1.5559,26,0.6500,0.6667,6,7,5,0,0,7,5,0.2857
7,4.0000,4,83,481.2543,-82.7551,0.1448,10,0.2500,1.0000,8,8,8,0,0,8,8,0.0000
7,4.0000,4,85,680.7135,-86.8209,-0.2200,3,0.0750,1.0000,4,8,8,0,0,8,8,0.0000
7,4.0000,5,2,614.5095,-85.2782,0.0458,10,0.2500,1.0000,8,8,8,0,0,8,8,0.0000
7,4.0000,5,13,551.2713,-84.1424,-0.7277,4,0.1000,0.7500,4,7,6,0,0,7,6,0.1429
7,4.0000,5,16,752.9435,-85.5323,0.6725,3,0.0750,,0,4,4,0,0,4,4,0.0000
7,4.0000,5,28,681.8810,-84.7600,0.7142,9,0.2250,1.0000,4,4,4,0,0,4,4,0.0000
7,4.0000,5,31,481.6635,-83.6257,0.5820,8,0.2000,0.8750,8,8,8,0,0,8,8,0.0000
7,4.0000,5,32,692.9371,-85.4765,-1.3664,7,0.1750,0.8000,5,4,4,0,0,4,4,0.0000
7,4.0000,5,41,394.8657,-81.3398,0.6668,13,0.3250,0.8750,8,8,7,0,0,8,7,0.1250
7,4.0000,5,42,565.0098,-85.6132,0.3549,3,0.0750,1.0000,6,7,5,0,0,7,5,0.2857
7,4.0000,5,43,486.6641,-81.9037,0.9450,8,0.2000,0.8571,7,7,6,0,0,7,6,0.1429
7,4.0000,5,50,281.5844,-78.5874,0.3162,34,0.8500,0.4286,7,6,4,0,0,6,4,0.3333
7,4.0000,5,54,294.2718,-79.9169,0.3602,29,0.7250,0.2000,5,5,1,0,0,5,1,0.8000
7,4.0000,5,57,422.4105,-81.5476,-0.4788,13,0.3250,1.0000,8,8,7,0,0,8,7,0.1250
7,4.0000,5,62,331.2062,-77.5325,-0.8596,30,0.7500,0.5000,6,8,7,0,0,8,7,0.1250
7,4.0000,5,63,682.2294,-85.4274,-0.1041,6,0.1500,1.0000,8,2,2,0,0,2,2,0.0000
7,4.0000,5,65,381.7519,-81.0507,0.3942,13,0.3250,0.8571,7,7,5,0,0,7,5,0.2857
