t_s,node,x,y,z
0.000,0,147.018,1020.743,573.694
0.000,1,1302.756,1595.574,223.093
0.000,2,952.254,1316.849,198.926
0.000,3,666.225,1385.823,190.528
0.000,4,479.222,109.482,421.286
0.000,5,1634.194,1356.251,267.692
0.000,6,1008.524,746.384,574.996
0.000,7,100.755,1075.102,141.941
0.000,8,383.189,638.412,292.012
0.000,9,1791.217,950.574,113.001
0.000,10,1254.039,155.835,366.934
0.000,11,2619.421,1126.636,335.988
0.000,12,1083.232,658.819,350.382
0.000,13,1708.428,231.549,142.464
0.000,14,952.913,56.879,562.256
0.000,15,1319.852,1690.840,523.392
0.000,16,2596.998,1855.496,303.724
0.000,17,92.212,442.121,168.255
0.000,18,2518.878,323.360,331.080
0.000,19,2311.566,133.954,331.201
0.000,20,2046.024,676.306,260.982
0.000,21,1873.261,1935.468,476.479
0.000,22,2144.670,1398.802,496.904
0.000,23,796.330,921.780,261.832
0.000,24,2229.596,1232.280,127.477
0.000,25,2177.959,1570.973,494.716
0.000,26,341.589,967.843,437.541
0.000,27,638.922,1691.209,151.081
0.000,28,985.504,407.039,375.607
0.000,29,20.896,1772.476,231.988
0.000,30,2620.869,893.206,141.434
0.000,31,2174.580,461.871,269.665
0.000,32,639.177,1155.537,453.594
0.000,33,0.329,1921.690,426.591
0.000,34,2431.286,487.241,295.437
0.000,35,445.145,534.483,264.699
0.000,36,2412.601,353.554,593.013
0.000,37,538.933,1384.427,375.772
0.000,38,2362.523,2075.848,556.326
0.000,39,1371.847,496.829,553.788
0.000,40,1427.699,1671.521,134.195
0.000,41,2571.922,1576.279,177.708
0.000,42,183.035,562.895,170.551
0.000,43,2332.252,1183.481,165.173
0.000,44,1937.990,1101.148,511.380
0.000,45,976.041,141.653,175.272
0.000,46,313.074,939.991,420.082
0.000,47,57.103,79.236,456.841
0.000,48,1157.180,1263.852,393.064
0.000,49,780.850,932.563,272.463
0.000,50,1773.398,122.407,236.881
0.000,51,1108.881,281.846,284.796
0.000,52,1328.336,49.083,145.118
0.000,53,1480.481,309.994,355.082
0.000,54,1901.566,2079.288,412.132
0.000,55,2767.282,175.039,467.475
0.000,56,106.529,87.761,459.958
0.000,57,1314.201,888.057,250.649
0.000,58,26.048,358.855,338.472
0.000,59,783.686,1684.023,266.700
0.000,60,105.268,196.708,160.141
0.000,61,2303.118,1535.880,202.919
0.000,62,2065.457,1445.832,573.857
0.000,63,1694.772,671.235,575.131
0.000,64,2316.223,1328.587,583.970
0.000,65,1190.497,786.899,217.767
0.000,66,2139.753,1978.861,103.516
0.000,67,1182.130,1378.754,433.441
0.000,68,467.157,359.575,305.484
0.000,69,1347.412,166.122,348.701
0.000,70,575.777,1628.114,112.958
0.000,71,1032.000,168.419,337.031
0.000,72,884.428,1367.076,291.708
0.000,73,795.971,1043.951,127.141
0.000,74,1381.416,502.428,546.323
0.000,75,1380.310,1483.681,129.172
0.000,76,764.480,1968.128,445.768
0.000,77,1529.961,947.917,525.620
0.000,78,1534.877,141.368,208.388
0.000,79,2622.455,35.461,300.077
0.000,80,702.568,1314.662,478.517
0.000,81,2622.319,740.089,266.858
0.000,82,1693.526,811.451,290.835
0.000,83,2383.275,236.924,557.104
0.000,84,2522.689,926.702,574.918
0.000,85,271.110,498.527,483.970
0.000,86,942.842,605.628,254.299
5.000,0,125.653,932.033,570.013
5.000,1,1199.515,1554.393,218.807
5.000,2,894.457,1261.786,200.097
5.000,3,592.327,1383.527,188.918
5.000,4,555.704,208.440,426.381
5.000,5,1586.957,1438.967,271.503
5.000,6,968.946,854.601,579.133
5.000,7,97.169,1192.697,136.090
5.000,8,244.720,648.392,289.899
5.000,9,1777.696,1081.602,114.763
5.000,10,1334.607,144.990,371.653
5.000,11,2559.622,1219.954,336.187
5.000,12,978.790,559.282,345.961
5.000,13,1847.680,258.096,143.532
5.000,14,875.834,137.773,557.079
5.000,15,1465.446,1656.611,521.921
5.000,16,2661.112,1893.011,304.473
5.000,17,6.904,381.535,171.637
5.000,18,2426.110,210.901,330.028
5.000,19,2257.134,25.210,337.524
5.000,20,2114.890,586.117,255.074
5.000,21,1949.606,1831.146,471.808
5.000,22,2107.448,1311.956,500.508
5.000,23,884.157,884.235,262.748
5.000,24,2168.863,1152.318,128.631
5.000,25,2173.467,1713.744,495.358
5.000,26,214.935,983.057,437.129
5.000,27,709.320,1594.777,148.629
5.000,28,910.079,436.229,374.691
5.000,29,76.868,1842.263,235.369
5.000,30,2644.606,1020.111,144.106
5.000,31,2138.078,358.931,274.496
5.000,32,585.980,1080.961,454.188
5.000,33,12.064,2001.688,423.297
5.000,34,2450.090,599.036,298.961
5.000,35,425.187,438.449,264.376
5.000,36,2274.616,400.090,598.752
5.000,37,434.490,1316.360,380.887
5.000,38,2417.147,2019.411,551.641
5.000,39,1272.670,470.173,558.219
5.000,40,1546.192,1745.230,131.744
5.000,41,2474.730,1618.042,179.112
5.000,42,319.376,578.222,171.109
5.000,43,2416.980,1098.987,160.316
5.000,44,1851.615,1129.397,506.827
5.000,45,1078.868,237.127,179.668
5.000,46,195.026,931.351,423.440
5.000,47,29.384,23.084,461.428
5.000,48,1061.774,1313.852,389.248
5.000,49,774.014,1035.916,277.878
5.000,50,1866.015,135.491,238.067
5.000,51,1106.701,361.666,287.217
5.000,52,1304.631,45.127,140.996
5.000,53,1612.364,286.371,348.378
5.000,54,1784.800,2048.616,411.522
5.000,55,2796.521,128.500,470.491
5.000,56,49.232,26.338,467.495
5.000,57,1303.755,758.959,245.603
5.000,58,31.056,269.745,338.942
5.000,59,663.927,1633.692,267.868
5.000,60,84.458,313.379,160.931
5.000,61,2314.850,1665.610,207.042
5.000,62,2112.949,1545.910,577.797
5.000,63,1613.261,647.192,571.611
5.000,64,2449.049,1391.817,581.176
5.000,65,1308.914,703.863,208.102
5.000,66,2220.785,2022.705,106.522
5.000,67,1282.648,1476.323,438.202
5.000,68,398.934,490.772,299.322
5.000,69,1324.778,94.714,347.755
5.000,70,520.000,1754.105,110.237
5.000,71,979.333,239.721,340.085
5.000,72,985.801,1281.079,288.315
5.000,73,717.918,1115.445,125.237
5.000,74,1326.121,414.255,547.875
5.000,75,1402.939,1366.612,129.474
5.000,76,856.478,2006.127,447.807
5.000,77,1630.195,908.785,528.530
5.000,78,1471.817,61.836,209.514
5.000,79,2748.695,28.996,300.119
5.000,80,829.671,1255.919,483.609
5.000,81,2719.157,697.101,269.398
5.000,82,1593.806,802.615,289.484
5.000,83,2426.163,119.413,550.705
5.000,84,2398.123,906.582,568.698
5.000,85,190.520,551.762,482.501
5.000,86,942.232,489.930,252.802
10.000,0,99.797,843.703,565.156
10.000,1,1098.816,1533.739,213.950
10.000,2,842.498,1198.392,203.375
10.000,3,525.039,1406.910,188.604
10.000,4,639.242,313.840,431.751
10.000,5,1539.445,1517.549,275.187
10.000,6,958.566,961.114,583.850
10.000,7,99.667,1306.901,129.352
10.000,8,115.443,681.171,285.094
10.000,9,1767.351,1214.809,120.226
10.000,10,1414.277,135.213,373.486
10.000,11,2513.655,1321.002,339.137
10.000,12,866.614,462.226,342.560
10.000,13,1980.462,289.017,144.023
10.000,14,784.946,193.790,554.636
10.000,15,1595.424,1594.607,521.709
10.000,16,2721.447,1936.437,306.112
10.000,17,97.082,340.027,174.392
10.000,18,2317.309,121.547,330.103
10.000,19,2213.617,167.841,347.476
10.000,20,2176.933,491.166,249.510
10.000,21,2044.772,1737.307,461.767
10.000,22,2086.395,1217.854,507.147
10.000,23,956.868,808.253,263.488
10.000,24,2082.675,1083.220,132.479
10.000,25,2169.620,1861.269,498.677
10.000,26,93.122,1028.521,433.663
10.000,27,780.161,1494.392,142.701
10.000,28,828.255,470.898,372.700
10.000,29,146.979,1899.412,239.203
10.000,30,2635.691,1143.083,145.412
10.000,31,2106.560,263.920,275.245
10.000,32,534.577,1005.683,451.271
10.000,33,25.172,2083.667,419.824
10.000,34,2458.831,712.857,305.009
10.000,35,417.967,337.127,267.975
10.000,36,2128.182,412.884,595.355
10.000,37,332.181,1255.045,386.474
10.000,38,2471.676,1941.218,552.698
10.000,39,1172.400,452.306,564.070
10.000,40,1664.269,1821.061,131.984
10.000,41,2377.493,1673.614,181.690
10.000,42,453.433,614.843,174.777
10.000,43,2525.053,1045.496,154.170
10.000,44,1780.895,1188.217,504.197
10.000,45,1201.801,302.335,182.414
10.000,46,73.607,956.481,426.939
10.000,47,124.541,45.353,465.639
10.000,48,969.102,1364.231,384.683
10.000,49,778.993,1136.918,280.079
10.000,50,1957.308,153.659,241.528
10.000,51,1100.629,444.446,291.285
10.000,52,1283.862,122.570,135.658
10.000,53,1747.250,305.449,345.439
10.000,54,1671.185,1981.872,409.900
10.000,55,2723.225,96.034,472.358
10.000,56,26.778,121.756,471.871
10.000,57,1306.770,633.598,241.287
10.000,58,43.995,175.579,336.698
10.000,59,551.268,1586.106,272.377
10.000,60,69.212,420.924,162.543
10.000,61,2274.154,1789.413,210.070
10.000,62,2173.696,1642.009,580.340
10.000,63,1532.888,618.199,568.533
10.000,64,2593.287,1432.929,580.994
10.000,65,1430.019,621.448,200.487
10.000,66,2303.991,2053.669,108.257
10.000,67,1362.009,1586.823,437.524
10.000,68,291.451,589.674,294.196
10.000,69,1301.335,12.350,350.467
10.000,70,479.545,1885.402,107.898
10.000,71,932.129,323.106,343.316
10.000,72,1084.033,1178.374,282.247
10.000,73,647.299,1172.587,125.383
10.000,74,1292.371,314.192,552.191
10.000,75,1440.693,1254.856,133.356
10.000,76,940.116,2054.666,450.725
10.000,77,1724.431,846.565,529.949
10.000,78,1397.136,26.268,209.884
10.000,79,2749.424,12.953,299.810
10.000,80,958.325,1205.545,489.329
10.000,81,2803.464,662.340,275.487
10.000,82,1489.135,788.710,288.473
10.000,83,2435.696,23.730,544.089
10.000,84,2273.789,893.910,563.464
10.000,85,94.495,594.001,479.683
10.000,86,900.002,387.834,255.354
15.000,0,106.817,750.029,562.194
15.000,1,1009.577,1476.655,209.015
15.000,2,780.772,1133.438,204.325
15.000,3,445.292,1411.625,189.097
15.000,4,721.012,416.025,439.721
15.000,5,1467.149,1585.183,279.187
15.000,6,936.169,1062.945,585.873
15.000,7,74.676,1429.835,123.390
15.000,8,38.885,696.796,278.548
15.000,9,1710.367,1338.120,120.205
15.000,10,1503.553,134.055,379.574
15.000,11,2482.743,1428.570,341.610
15.000,12,761.207,345.632,336.175
15.000,13,2120.408,315.193,143.393
15.000,14,694.106,248.916,550.698
15.000,15,1732.615,1546.075,523.974
15.000,16,2783.162,1974.385,307.216
15.000,17,181.275,277.927,180.349
15.000,18,2252.944,27.734,336.011
15.000,19,2192.670,313.445,355.776
15.000,20,2259.790,412.218,245.358
15.000,21,2127.494,1637.886,458.646
15.000,22,2047.598,1129.121,514.882
15.000,23,1045.399,769.777,266.941
15.000,24,1996.684,1024.921,135.917
15.000,25,2130.388,2000.970,500.128
15.000,26,41.000,1037.723,431.939
15.000,27,848.689,1394.911,139.801
15.000,28,746.042,500.863,369.499
15.000,29,205.949,1963.316,243.332
15.000,30,2660.057,1264.357,148.299
15.000,31,2073.514,176.215,277.083
15.000,32,489.613,926.167,446.988
15.000,33,44.338,2010.991,416.386
15.000,34,2501.424,808.450,309.214
15.000,35,438.355,244.617,271.498
15.000,36,1998.650,458.493,591.275
15.000,37,222.607,1211.185,393.040
15.000,38,2529.111,1857.517,551.414
15.000,39,1067.185,443.367,568.706
15.000,40,1798.091,1874.484,128.234
15.000,41,2280.536,1730.685,188.131
15.000,42,592.429,624.068,174.172
15.000,43,2626.237,989.260,147.968
15.000,44,1700.382,1232.272,501.661
15.000,45,1320.519,369.617,184.535
15.000,46,55.301,953.326,429.103
15.000,47,231.757,88.439,468.162
15.000,48,880.364,1434.448,382.205
15.000,49,783.269,1242.429,283.928
15.000,50,2045.029,167.506,246.062
15.000,51,1119.077,529.433,296.388
15.000,52,1267.700,197.895,131.261
15.000,53,1881.748,321.025,341.983
15.000,54,1550.608,1906.832,408.220
15.000,55,2662.603,44.783,475.470
15.000,56,97.419,220.038,477.997
15.000,57,1305.287,510.876,236.425
15.000,58,46.482,87.090,336.247
15.000,59,427.503,1560.724,274.331
15.000,60,50.363,525.539,159.762
15.000,61,2245.381,1916.135,213.309
15.000,62,2223.415,1751.963,585.266
15.000,63,1450.595,586.387,563.702
15.000,64,2720.749,1483.673,580.573
15.000,65,1527.838,502.309,189.940
15.000,66,2386.254,2078.877,108.714
15.000,67,1478.279,1659.198,441.467
15.000,68,219.777,719.931,285.912
15.000,69,1277.340,78.020,350.716
15.000,70,415.654,2013.667,107.932
15.000,71,895.791,401.924,346.072
15.000,72,1191.358,1090.461,277.182
15.000,73,582.612,1253.184,124.482
15.000,74,1262.338,217.881,552.062
15.000,75,1455.453,1139.243,138.215
15.000,76,1015.166,2079.660,450.831
15.000,77,1814.236,785.138,532.567
15.000,78,1332.018,105.954,211.685
15.000,79,2640.577,18.872,300.731
15.000,80,1084.933,1147.400,493.680
15.000,81,2706.009,617.868,280.440
15.000,82,1380.520,784.137,286.714
15.000,83,2480.624,133.706,539.336
15.000,84,2152.369,848.575,556.613
15.000,85,11.856,653.703,478.159
15.000,86,858.451,285.418,255.623
20.000,0,118.401,647.878,556.795
20.000,1,900.270,1467.009,200.499
20.000,2,723.747,1068.123,204.956
20.000,3,368.571,1430.092,188.098
20.000,4,806.128,509.237,446.364
20.000,5,1416.902,1672.478,281.485
20.000,6,934.461,1169.321,586.560
20.000,7,35.218,1538.789,116.847
20.000,8,170.948,749.185,274.548
20.000,9,1649.664,1459.334,122.314
20.000,10,1575.291,97.249,384.450
20.000,11,2453.940,1540.295,345.770
20.000,12,638.447,262.515,334.091
20.000,13,2261.646,323.064,143.860
20.000,14,615.897,331.272,544.995
20.000,15,1868.240,1504.620,526.665
20.000,16,2780.653,1995.313,308.802
20.000,17,254.609,208.833,185.834
20.000,18,2151.214,136.216,341.383
20.000,19,2169.264,454.660,362.422
20.000,20,2355.421,345.630,240.597
20.000,21,2224.345,1556.465,452.438
20.000,22,2022.285,1030.834,520.079
20.000,23,1147.427,756.472,270.799
20.000,24,1922.563,963.837,138.925
20.000,25,2176.182,2053.584,506.020
20.000,26,166.153,1072.713,433.601
20.000,27,897.123,1280.119,135.264
20.000,28,667.811,534.762,369.742
20.000,29,268.556,2014.296,247.110
20.000,30,2714.309,1377.361,150.350
20.000,31,2013.931,87.449,278.164
20.000,32,438.262,847.310,443.142
20.000,33,67.131,1936.501,411.459
20.000,34,2556.022,913.997,313.271
20.000,35,428.054,147.609,274.042
20.000,36,1860.842,498.488,591.265
20.000,37,102.723,1170.460,397.124
20.000,38,2568.306,1761.802,547.691
20.000,39,968.034,402.849,576.723
20.000,40,1907.101,1960.463,129.489
20.000,41,2192.312,1795.484,190.575
20.000,42,727.111,656.786,172.140
20.000,43,2707.553,897.012,143.484
20.000,44,1617.543,1270.061,498.921
20.000,45,1439.756,430.372,187.854
20.000,46,175.117,975.683,432.311
20.000,47,328.157,128.694,470.164
20.000,48,775.079,1478.073,379.993
20.000,49,779.304,1339.306,286.114
20.000,50,2130.470,195.052,249.428
20.000,51,1106.331,613.745,300.341
20.000,52,1239.759,277.073,127.521
20.000,53,2013.428,356.027,339.431
20.000,54,1427.706,1853.468,408.955
20.000,55,2599.472,1.147,478.350
20.000,56,151.104,317.443,480.561
20.000,57,1287.512,395.223,236.160
20.000,58,71.927,13.446,336.003
20.000,59,302.826,1528.653,277.723
20.000,60,57.338,635.957,160.472
20.000,61,2261.137,2042.500,217.543
20.000,62,2297.280,1853.216,588.715
20.000,63,1361.220,570.390,562.078
20.000,64,2777.690,1535.697,574.278
20.000,65,1642.898,411.340,184.095
20.000,66,2477.343,2089.454,112.198
20.000,67,1584.060,1744.719,444.333
20.000,68,162.828,859.724,278.192
20.000,69,1235.548,152.611,351.078
20.000,70,364.316,2049.582,107.169
20.000,71,828.115,456.866,350.349
20.000,72,1308.044,1029.372,277.922
20.000,73,507.231,1314.167,123.718
20.000,74,1225.041,116.581,553.830
20.000,75,1466.019,1021.664,143.477
20.000,76,1090.840,2022.762,452.597
20.000,77,1901.487,726.206,531.841
20.000,78,1276.583,180.697,214.450
20.000,79,2525.262,34.810,300.952
20.000,80,1194.109,1071.610,498.982
20.000,81,2609.408,567.424,285.091
20.000,82,1269.451,760.085,283.401
20.000,83,2522.504,247.355,535.807
20.000,84,2024.454,840.499,552.204
20.000,85,82.575,713.115,475.556
20.000,86,830.498,169.344,252.263
25.000,0,140.010,548.693,551.313
25.000,1,786.117,1454.591,193.862
25.000,2,656.257,1015.439,205.921
25.000,3,292.506,1452.035,188.270
25.000,4,875.779,612.257,451.044
25.000,5,1389.730,1764.037,284.028
25.000,6,897.080,1277.556,585.541
25.000,7,6.542,1648.840,112.347
25.000,8,301.854,779.679,268.284
25.000,9,1610.591,1582.201,122.546
25.000,10,1649.614,64.558,390.728
25.000,11,2406.675,1635.089,346.213
25.000,12,519.764,175.930,331.389
25.000,13,2399.033,360.189,144.394
25.000,14,531.816,409.060,541.595
25.000,15,1995.491,1433.019,529.098
25.000,16,2706.353,2021.778,308.040
25.000,17,331.751,158.355,189.276
25.000,18,2044.247,243.821,348.784
25.000,19,2158.528,605.518,367.753
25.000,20,2457.813,286.536,237.854
25.000,21,2332.699,1484.210,444.941
25.000,22,1990.141,940.778,524.627
25.000,23,1242.585,738.479,271.319
25.000,24,1831.397,930.006,140.004
25.000,25,2166.460,1915.974,506.861
25.000,26,293.412,1103.588,433.781
25.000,27,959.457,1171.205,133.137
25.000,28,590.910,570.013,366.889
25.000,29,317.696,2083.925,251.855
25.000,30,2736.539,1502.149,150.547
25.000,31,1945.887,14.696,279.944
25.000,32,403.207,757.025,442.780
25.000,33,86.674,1867.408,407.923
25.000,34,2593.880,1022.809,318.028
25.000,35,410.020,56.952,278.327
25.000,36,1734.136,566.480,588.451
25.000,37,11.882,1127.539,399.574
25.000,38,2621.538,1676.195,541.080
25.000,39,867.415,352.506,583.428
25.000,40,2024.172,2023.501,130.249
