t_s,node,x,y,z
0.000,0,1276.267,1367.701,446.616
0.000,1,1752.207,639.277,168.640
0.000,2,2221.338,102.149,176.242
0.000,3,83.077,860.935,343.582
0.000,4,2581.235,893.703,297.253
0.000,5,1470.599,1100.689,362.695
0.000,6,1383.223,1770.462,349.026
0.000,7,1369.807,297.604,440.655
0.000,8,1647.269,1278.217,475.331
0.000,9,503.861,265.496,123.122
0.000,10,2535.504,1440.614,426.985
0.000,11,511.514,10.192,429.375
0.000,12,859.533,1221.474,442.504
0.000,13,1196.923,1715.150,528.916
0.000,14,2073.621,1233.332,294.573
0.000,15,1045.263,1858.758,492.781
0.000,16,2254.256,355.607,238.553
0.000,17,865.060,1243.125,335.828
0.000,18,198.866,1973.290,219.229
0.000,19,1837.134,1726.076,545.374
0.000,20,2063.487,1596.755,527.560
0.000,21,693.528,689.438,202.711
0.000,22,286.592,35.726,297.571
0.000,23,1431.760,1262.842,541.176
0.000,24,1798.146,381.898,581.520
0.000,25,1638.388,707.188,516.383
5.000,0,1335.785,1264.546,451.877
5.000,1,1604.034,641.144,165.882
5.000,2,2116.938,200.629,183.904
5.000,3,6.288,784.562,345.365
5.000,4,2631.616,770.050,302.030
5.000,5,1389.560,1056.052,357.025
5.000,6,1530.335,1791.803,341.825
5.000,7,1473.786,301.610,437.700
5.000,8,1654.823,1179.685,471.126
5.000,9,565.159,333.566,124.145
5.000,10,2506.132,1361.453,428.669
5.000,11,416.300,48.944,428.475
5.000,12,864.280,1325.505,445.708
5.000,13,1309.329,1808.248,520.492
5.000,14,2138.607,1323.223,298.368
5.000,15,970.625,1917.218,493.354
5.000,16,2325.624,270.303,244.821
5.000,17,905.698,1328.265,334.423
5.000,18,182.544,1862.634,219.296
5.000,19,1816.518,1832.463,547.608
5.000,20,1941.874,1652.471,528.733
5.000,21,726.808,790.287,203.864
5.000,22,423.098,90.349,301.231
5.000,23,1320.459,1206.084,537.814
5.000,24,1709.553,338.878,586.066
5.000,25,1659.703,780.343,520.435
10.000,0,1398.395,1176.572,455.598
10.000,1,1463.344,618.123,157.499
10.000,2,2010.235,301.627,194.866
10.000,3,87.723,713.837,348.823
10.000,4,2573.536,632.724,307.495
10.000,5,1304.057,1024.096,354.645
10.000,6,1674.709,1797.417,340.246
10.000,7,1592.099,305.710,431.751
10.000,8,1654.853,1074.222,467.452
10.000,9,628.956,405.273,125.897
10.000,10,2482.672,1283.796,434.944
10.000,11,333.427,113.519,427.595
10.000,12,858.682,1413.736,449.946
10.000,13,1415.610,1899.757,516.915
10.000,14,2194.912,1426.687,298.471
10.000,15,903.199,1974.943,492.551
10.000,16,2398.684,185.967,248.969
10.000,17,964.124,1392.128,331.270
10.000,18,153.315,1757.570,222.765
10.000,19,1777.215,1930.868,549.021
10.000,20,1824.099,1679.626,532.503
10.000,21,749.476,890.781,207.330
10.000,22,559.505,146.875,302.967
10.000,23,1202.417,1192.176,536.462
10.000,24,1620.208,283.107,591.459
10.000,25,1672.368,862.837,525.563
15.000,0,1481.635,1090.774,459.347
15.000,1,1322.517,584.968,150.836
15.000,2,1901.433,399.907,201.522
15.000,3,167.486,648.672,351.535
15.000,4,2510.411,499.853,313.796
15.000,5,1216.731,992.378,353.430
15.000,6,1819.430,1805.580,334.727
15.000,7,1703.580,317.582,425.123
15.000,8,1656.577,971.732,463.142
15.000,9,680.617,475.155,128.397
15.000,10,2448.941,1209.094,439.937
15.000,11,240.467,169.625,428.131
15.000,12,873.839,1503.033,453.338
15.000,13,1540.645,1982.019,509.994
15.000,14,2274.988,1504.575,296.250
15.000,15,830.257,2043.971,492.919
15.000,16,2481.048,106.364,253.634
15.000,17,1026.321,1460.793,329.150
15.000,18,140.967,1655.193,224.819
15.000,19,1750.069,2047.784,548.096
15.000,20,1695.347,1714.782,533.665
15.000,21,798.721,991.700,208.971
15.000,22,702.973,173.429,304.303
15.000,23,1077.898,1151.168,535.183
15.000,24,1526.273,245.084,595.724
15.000,25,1666.200,948.235,529.522
20.000,0,1559.004,994.209,465.438
20.000,1,1170.337,569.876,147.726
20.000,2,1773.337,463.458,207.863
20.000,3,222.131,562.341,355.334
20.000,4,2448.545,378.075,316.775
20.000,5,1138.512,946.921,347.844
20.000,6,1959.229,1829.834,333.251
20.000,7,1805.722,327.586,421.666
20.000,8,1656.056,877.715,460.736
20.000,9,730.914,552.447,130.073
20.000,10,2414.992,1128.523,445.865
20.000,11,144.901,213.791,428.729
20.000,12,866.029,1592.478,455.825
20.000,13,1672.964,2050.127,502.768
20.000,14,2346.022,1600.245,296.802
20.000,15,748.422,2093.364,490.472
20.000,16,2544.900,21.071,258.259
20.000,17,1088.491,1530.544,326.634
20.000,18,124.611,1547.160,226.207
20.000,19,1747.094,2161.838,553.112
20.000,20,1576.778,1779.999,536.837
20.000,21,806.837,1093.636,209.591
20.000,22,852.769,195.073,310.746
20.000,23,964.910,1099.032,532.610
20.000,24,1432.577,198.633,598.730
20.000,25,1695.906,1017.928,532.888
25.000,0,1656.622,922.291,470.007
25.000,1,1021.120,535.290,143.631
25.000,2,1668.597,563.815,217.188
25.000,3,288.821,484.248,359.290
25.000,4,2388.349,258.680,324.158
25.000,5,1043.784,916.484,343.831
25.000,6,2091.513,1791.316,332.860
25.000,7,1906.461,328.398,419.285
25.000,8,1670.117,773.251,457.506
25.000,9,795.729,619.426,131.130
25.000,10,2386.857,1050.020,449.391
25.000,11,40.906,232.879,427.767
25.000,12,862.801,1690.145,458.072
25.000,13,1786.866,2145.916,495.733
25.000,14,2410.233,1691.739,295.950
25.000,15,668.447,2154.100,489.021
25.000,16,2609.578,78.489,261.421
25.000,17,1151.273,1584.939,322.623
25.000,18,81.542,1440.028,230.597
25.000,19,1693.947,2180.232,557.881
25.000,20,1446.698,1822.116,538.319
25.000,21,835.562,1193.211,209.087
25.000,22,994.029,209.363,315.707
25.000,23,840.836,1070.784,529.991
25.000,24,1346.024,140.508,593.932
25.000,25,1729.326,1086.708,536.231
30.000,0,1720.671,818.042,473.536
30.000,1,879.216,502.213,138.871
30.000,2,1561.265,662.710,224.290
30.000,3,347.421,404.060,362.878
30.000,4,2287.162,152.502,329.154
30.000,5,967.705,856.350,339.730
30.000,6,2227.237,1784.126,333.064
30.000,7,2012.445,335.807,414.046
