t_s,node,x,y,z
0.000,0,2787.068,386.263,302.690
0.000,1,279.884,524.184,265.140
0.000,2,474.382,72.139,171.753
0.000,3,2435.408,629.710,458.751
0.000,4,1362.419,1652.188,482.927
0.000,5,2373.958,614.191,416.448
0.000,6,303.923,670.337,175.875
0.000,7,763.379,1789.500,230.755
0.000,8,754.327,1379.287,365.762
0.000,9,2157.328,1855.681,488.759
0.000,10,2480.475,1437.079,527.404
0.000,11,2201.731,24.546,294.372
0.000,12,834.086,906.275,142.302
0.000,13,1050.909,756.885,510.998
0.000,14,2096.074,1422.182,284.991
0.000,15,1855.466,1923.202,292.524
0.000,16,352.078,2084.554,313.782
0.000,17,1270.749,2.909,536.581
0.000,18,2690.708,1355.151,196.906
0.000,19,43.139,1791.680,454.892
0.000,20,786.805,1896.013,210.850
0.000,21,1281.529,1874.700,538.905
0.000,22,1156.319,13.586,245.324
0.000,23,400.013,1802.495,557.652
0.000,24,2632.359,1438.045,534.956
0.000,25,1191.382,1691.068,438.424
0.000,26,681.660,753.688,417.662
0.000,27,2813.544,850.204,425.917
0.000,28,762.995,1379.460,506.639
0.000,29,2238.856,1148.056,205.091
0.000,30,1058.100,67.667,526.990
0.000,31,655.183,1897.435,206.557
0.000,32,779.695,790.837,462.881
0.000,33,2637.088,1683.443,565.178
0.000,34,374.470,1143.735,544.536
0.000,35,2613.167,532.016,344.589
0.000,36,2737.164,1515.686,233.077
0.000,37,2517.500,1793.580,472.013
0.000,38,352.992,305.625,202.905
0.000,39,2435.496,1589.885,123.640
0.000,40,1095.125,1131.871,354.357
0.000,41,1920.024,1002.024,324.326
0.000,42,691.640,32.321,258.347
0.000,43,2790.922,1341.318,526.730
0.000,44,845.460,1690.149,184.710
0.000,45,2453.387,1517.833,423.826
0.000,46,2384.304,1736.273,305.943
0.000,47,1841.562,1773.648,174.884
0.000,48,2671.885,5.566,170.447
0.000,49,1504.858,959.259,563.646
0.000,50,2812.944,2067.405,260.077
0.000,51,557.138,955.960,592.421
0.000,52,143.956,1480.211,165.285
0.000,53,1590.109,579.453,165.031
0.000,54,2239.850,1339.704,340.418
0.000,55,1741.154,1799.670,395.579
0.000,56,941.785,2080.415,423.275
0.000,57,87.683,540.079,474.263
0.000,58,2383.859,982.380,456.160
0.000,59,924.793,895.135,400.551
0.000,60,715.130,203.727,265.140
0.000,61,817.689,1250.540,298.415
0.000,62,1598.918,67.309,423.470
0.000,63,294.707,1391.014,198.222
0.000,64,2137.429,1684.831,305.602
0.000,65,580.145,2062.228,532.792
0.000,66,2313.329,1117.946,306.520
0.000,67,456.563,960.870,599.228
0.000,68,15.878,1338.459,137.587
0.000,69,287.193,320.056,372.628
0.000,70,552.919,391.980,100.982
0.000,71,1446.710,259.920,437.347
0.000,72,2283.027,2055.224,204.419
0.000,73,2182.296,1729.038,254.614
0.000,74,2348.833,1736.226,305.117
0.000,75,506.012,1553.045,107.352
0.000,76,2002.362,820.387,376.013
0.000,77,1072.186,180.067,142.527
0.000,78,1699.024,1266.397,274.453
0.000,79,1281.296,1189.973,358.554
0.000,80,2018.228,1270.984,445.183
0.000,81,327.464,2086.960,295.779
0.000,82,1654.911,409.013,313.378
0.000,83,2596.945,268.734,190.696
0.000,84,1536.186,1877.231,529.383
0.000,85,2549.369,2091.107,324.604
0.000,86,1279.551,138.692,274.999
5.000,0,2815.019,470.291,305.617
5.000,1,182.668,572.560,263.472
5.000,2,562.534,76.640,170.780
5.000,3,2321.271,576.408,462.095
5.000,4,1452.490,1681.407,484.969
5.000,5,2461.810,578.100,418.923
5.000,6,200.354,577.574,170.016
5.000,7,817.606,1701.199,234.459
5.000,8,822.741,1408.819,367.690
5.000,9,2172.647,1705.656,489.574
5.000,10,2598.775,1450.321,530.035
5.000,11,2112.332,2.607,293.127
5.000,12,743.518,819.980,148.252
5.000,13,1010.220,624.686,517.968
5.000,14,2231.671,1457.103,283.468
5.000,15,1916.516,2046.172,291.483
5.000,16,256.019,2057.463,304.467
5.000,17,1348.455,81.802,538.178
5.000,18,2651.903,1284.132,194.261
5.000,19,122.280,1869.630,462.266
5.000,20,719.419,1821.277,207.952
5.000,21,1158.484,1836.291,533.182
5.000,22,1092.186,151.211,240.138
5.000,23,497.422,1875.435,559.305
5.000,24,2651.159,1336.572,531.590
5.000,25,1114.831,1672.768,439.577
5.000,26,622.063,826.828,421.874
5.000,27,2772.472,952.838,423.771
5.000,28,679.727,1357.293,510.688
5.000,29,2233.482,1239.792,203.298
5.000,30,1133.488,89.952,526.441
5.000,31,776.385,1836.873,203.949
5.000,32,815.291,705.240,461.633
5.000,33,2723.228,1785.565,560.023
5.000,34,408.179,1204.030,543.550
5.000,35,2573.008,640.433,346.388
5.000,36,2789.318,1604.436,232.420
5.000,37,2476.325,1875.501,474.186
5.000,38,413.479,242.714,205.806
5.000,39,2416.827,1443.316,121.512
5.000,40,1134.558,1218.936,352.119
5.000,41,1800.826,999.049,322.749
5.000,42,757.422,89.864,258.666
5.000,43,2737.260,1250.303,524.595
5.000,44,811.252,1770.207,180.991
5.000,45,2415.117,1587.541,420.697
5.000,46,2524.747,1715.196,312.411
5.000,47,1804.646,1649.387,181.850
5.000,48,2730.469,64.131,172.940
5.000,49,1571.713,835.072,562.853
5.000,50,2716.237,2032.203,252.927
5.000,51,452.972,1024.048,593.255
5.000,52,122.543,1623.993,158.589
5.000,53,1622.885,675.241,167.327
5.000,54,2344.834,1320.358,336.065
5.000,55,1640.894,1771.653,398.638
5.000,56,949.437,1964.736,428.814
5.000,57,195.374,497.873,479.667
5.000,58,2337.505,886.461,455.224
5.000,59,865.798,785.719,396.931
5.000,60,617.839,209.152,267.672
5.000,61,891.217,1200.132,295.723
5.000,62,1605.218,27.349,426.443
5.000,63,258.408,1297.608,202.829
5.000,64,2263.911,1662.432,303.124
5.000,65,507.256,1956.426,525.729
5.000,66,2233.498,1079.088,308.335
5.000,67,371.109,843.330,599.260
5.000,68,36.049,1244.978,139.719
5.000,69,284.587,235.754,371.888
5.000,70,555.446,276.437,101.514
5.000,71,1333.337,226.497,432.907
5.000,72,2389.231,2048.937,199.203
5.000,73,2056.327,1666.416,249.696
5.000,74,2484.478,1687.062,309.087
5.000,75,416.588,1449.560,109.714
5.000,76,1918.487,859.238,375.069
5.000,77,965.761,155.042,145.614
5.000,78,1738.710,1375.616,274.247
5.000,79,1405.831,1222.696,360.574
5.000,80,1941.279,1317.798,446.205
5.000,81,358.573,2015.802,297.716
5.000,82,1613.083,520.191,318.219
5.000,83,2532.904,303.544,192.448
5.000,84,1651.132,1852.041,523.974
5.000,85,2475.403,2018.012,325.365
5.000,86,1157.713,120.630,274.318
10.000,0,2802.484,555.899,309.789
10.000,1,108.543,646.130,262.845
10.000,2,643.156,62.990,169.637
10.000,3,2236.439,468.583,465.243
10.000,4,1537.336,1711.315,485.664
10.000,5,2550.932,548.440,419.726
10.000,6,81.797,518.694,167.386
10.000,7,860.237,1611.781,236.902
10.000,8,895.697,1423.861,371.914
10.000,9,2162.867,1551.761,492.437
10.000,10,2717.447,1452.373,533.609
10.000,11,2024.224,2.607,290.316
10.000,12,640.431,741.775,154.919
10.000,13,961.131,493.249,518.404
10.000,14,2357.035,1504.068,281.552
10.000,15,2013.486,2049.858,293.877
10.000,16,164.996,2034.120,298.432
10.000,17,1407.253,180.502,539.901
10.000,18,2617.373,1217.168,195.002
10.000,19,181.246,1952.899,468.394
10.000,20,664.937,1738.495,205.551
10.000,21,1038.128,1806.089,525.826
10.000,22,1015.259,277.648,232.957
10.000,23,584.371,1950.676,559.352
10.000,24,2667.195,1246.969,528.955
10.000,25,1033.925,1664.869,438.966
10.000,26,558.883,881.527,425.180
10.000,27,2725.941,1047.256,419.705
10.000,28,590.775,1342.986,516.167
10.000,29,2208.484,1321.604,202.339
10.000,30,1202.639,128.742,527.141
10.000,31,907.413,1797.919,201.150
10.000,32,876.243,623.918,462.219
10.000,33,2814.021,1882.442,556.075
10.000,34,447.670,1279.390,542.797
10.000,35,2504.661,740.515,347.354
10.000,36,2783.608,1680.978,235.053
10.000,37,2423.992,1959.275,477.530
10.000,38,476.451,186.565,206.986
10.000,39,2367.180,1301.861,120.310
10.000,40,1193.399,1297.695,351.858
10.000,41,1678.445,991.737,319.607
10.000,42,830.513,129.573,257.282
10.000,43,2704.990,1151.842,523.415
10.000,44,770.172,1849.654,177.185
10.000,45,2378.826,1660.132,417.013
10.000,46,2662.489,1699.103,315.839
10.000,47,1746.175,1537.961,186.952
10.000,48,2795.481,111.612,174.902
10.000,49,1625.393,704.217,561.842
10.000,50,2629.930,1923.997,249.702
10.000,51,361.982,1115.092,591.156
10.000,52,125.217,1765.242,156.299
10.000,53,1668.388,764.821,166.910
10.000,54,2447.275,1284.848,332.475
10.000,55,1550.198,1734.793,402.663
10.000,56,973.454,1844.731,433.002
10.000,57,285.822,452.502,483.473
10.000,58,2277.544,810.726,453.386
10.000,59,812.082,678.956,392.095
10.000,60,515.783,212.711,271.427
10.000,61,975.699,1182.885,290.950
10.000,62,1615.699,121.663,429.032
10.000,63,174.590,1223.152,209.295
10.000,64,2394.853,1626.999,296.746
10.000,65,435.717,1845.578,520.480
10.000,66,2168.795,1020.964,311.872
10.000,67,300.326,727.835,595.828
10.000,68,78.162,1142.652,138.419
10.000,69,282.285,148.035,371.687
10.000,70,562.789,162.600,103.291
10.000,71,1216.501,186.603,430.908
10.000,72,2506.795,2022.386,191.486
10.000,73,1959.574,1571.719,247.637
10.000,74,2622.040,1681.975,313.355
10.000,75,360.643,1316.590,115.333
10.000,76,1830.698,886.520,373.757
10.000,77,861.454,143.935,148.384
10.000,78,1734.320,1489.339,275.584
10.000,79,1527.325,1272.909,360.430
10.000,80,1862.302,1349.289,448.586
10.000,81,385.186,1948.253,300.287
10.000,82,1553.619,626.294,323.403
10.000,83,2466.087,337.282,195.968
10.000,84,1765.570,1835.011,516.107
10.000,85,2420.203,1923.174,324.232
10.000,86,1041.488,111.985,274.177
15.000,0,2784.181,643.032,314.210
15.000,1,30.292,711.980,260.308
15.000,2,726.985,54.739,170.739
15.000,3,2144.639,371.148,465.959
