t_s,node,x,y,z
0.000,0,872.965,1054.264,301.938
0.000,1,1377.427,804.888,548.545
0.000,2,1831.633,333.489,393.068
0.000,3,2089.270,72.967,439.352
0.000,4,152.404,1909.702,320.110
0.000,5,551.758,995.573,285.503
0.000,6,987.847,467.212,558.705
0.000,7,1068.199,79.511,422.462
0.000,8,2190.901,1005.743,373.637
0.000,9,801.817,282.354,281.262
0.000,10,60.842,673.407,498.034
0.000,11,1698.562,362.351,231.264
0.000,12,1368.445,1284.978,276.437
0.000,13,144.513,1759.135,318.385
0.000,14,2040.302,1133.096,192.602
0.000,15,1895.781,628.279,500.537
0.000,16,164.078,769.003,475.373
0.000,17,381.238,262.791,464.487
0.000,18,923.834,2147.647,267.394
0.000,19,1059.788,2162.657,228.270
0.000,20,1561.488,1845.044,442.174
0.000,21,1597.531,631.033,455.956
0.000,22,1774.255,1768.879,436.748
0.000,23,366.543,1139.283,264.106
0.000,24,1234.053,588.709,241.605
0.000,25,270.127,1532.638,123.121
0.000,26,1103.696,1865.491,478.403
0.000,27,1999.750,346.066,573.107
0.000,28,925.954,1985.405,222.631
0.000,29,353.477,1073.190,270.358
0.000,30,919.318,1227.883,207.370
0.000,31,1973.644,103.920,158.604
0.000,32,725.904,1260.538,472.945
0.000,33,1919.738,99.877,485.284
0.000,34,68.337,222.009,439.906
0.000,35,1380.071,531.677,497.316
0.000,36,781.010,804.677,315.649
0.000,37,164.517,115.096,395.153
0.000,38,1518.344,2163.152,469.683
0.000,39,174.021,356.971,357.949
0.000,40,1615.223,392.152,167.251
0.000,41,1091.576,1067.549,278.614
0.000,42,1753.052,1069.990,309.798
0.000,43,794.811,1769.841,453.730
0.000,44,248.072,1716.196,243.012
0.000,45,1132.363,1669.398,239.098
0.000,46,90.092,1643.986,460.163
0.000,47,2022.554,505.980,569.153
0.000,48,661.116,1502.132,441.313
0.000,49,1061.624,674.039,306.707
0.000,50,881.332,339.527,235.159
0.000,51,902.143,1349.394,120.123
0.000,52,325.546,357.069,393.771
0.000,53,1855.789,1723.096,369.148
0.000,54,530.211,659.804,121.658
0.000,55,61.754,1914.616,495.142
0.000,56,1152.596,1563.211,541.729
0.000,57,1886.809,1436.827,595.075
0.000,58,1320.689,567.369,249.472
0.000,59,36.834,2087.315,349.548
0.000,60,407.129,442.183,325.605
0.000,61,58.779,43.372,515.798
0.000,62,570.198,612.997,313.191
0.000,63,1420.721,948.108,584.000
0.000,64,655.516,296.990,305.112
0.000,65,1216.877,405.604,217.572
0.000,66,1191.283,1952.936,200.966
0.000,67,2191.309,315.629,500.005
5.000,0,952.113,1064.503,298.378
5.000,1,1292.399,709.030,554.855
5.000,2,1773.707,406.852,386.396
5.000,3,2096.127,69.295,442.042
5.000,4,268.070,1822.622,316.636
5.000,5,513.872,1054.063,286.040
5.000,6,1043.796,351.108,563.659
5.000,7,1189.532,130.756,428.168
5.000,8,2117.609,1124.974,371.602
5.000,9,723.613,337.834,280.082
5.000,10,181.721,698.032,495.263
5.000,11,1792.519,372.292,227.828
5.000,12,1314.793,1218.540,278.768
5.000,13,68.674,1743.632,317.900
5.000,14,2064.662,998.289,185.152
5.000,15,1837.127,715.966,503.283
5.000,16,55.615,755.954,475.798
5.000,17,404.074,386.126,465.216
5.000,18,891.398,2217.199,267.312
5.000,19,1056.315,2080.995,231.841
5.000,20,1632.225,1759.185,439.980
5.000,21,1489.343,651.305,452.224
5.000,22,1867.161,1660.938,427.830
5.000,23,431.527,1020.570,268.317
5.000,24,1161.994,639.674,238.078
5.000,25,217.360,1448.417,123.072
5.000,26,1035.496,1799.201,477.890
5.000,27,1879.518,290.880,576.620
5.000,28,849.100,2095.843,220.712
5.000,29,432.864,1105.354,272.759
5.000,30,982.564,1328.224,200.860
5.000,31,1905.372,177.878,164.234
5.000,32,599.436,1260.752,479.637
5.000,33,1987.238,143.077,481.152
5.000,34,42.731,243.675,444.811
5.000,35,1371.164,435.730,499.335
5.000,36,749.936,899.679,318.617
5.000,37,280.556,195.428,396.591
5.000,38,1520.197,2079.452,470.281
5.000,39,62.487,383.159,364.255
5.000,40,1573.676,527.188,169.274
5.000,41,972.630,1063.110,282.881
5.000,42,1836.655,1035.209,310.191
5.000,43,718.179,1724.193,449.073
5.000,44,181.416,1773.755,243.150
5.000,45,1253.244,1624.395,240.226
5.000,46,64.866,1736.695,458.152
5.000,47,1991.616,621.610,568.218
5.000,48,765.695,1530.439,436.144
5.000,49,956.138,752.730,303.204
5.000,50,1019.088,333.014,235.178
5.000,51,852.474,1241.285,122.033
5.000,52,182.399,350.561,390.052
5.000,53,1926.346,1742.691,372.173
5.000,54,573.311,736.414,124.749
5.000,55,172.490,1943.582,495.820
5.000,56,1188.786,1488.174,539.237
