t_s,node,x,y,z
0.000,0,889.615,2082.967,521.156
0.000,1,968.519,985.032,575.772
0.000,2,1165.007,958.592,528.887
0.000,3,1445.390,1599.869,240.227
0.000,4,25.600,839.103,422.434
0.000,5,604.269,743.572,421.944
0.000,6,459.572,1412.313,248.091
0.000,7,374.096,639.776,318.690
0.000,8,1206.300,767.877,572.987
0.000,9,1429.094,2098.386,459.175
0.000,10,910.801,1729.994,136.730
0.000,11,331.886,1526.585,294.944
0.000,12,1230.922,2467.569,339.689
0.000,13,1062.626,1421.336,520.072
0.000,14,1249.546,899.427,412.659
0.000,15,813.766,2559.689,484.339
0.000,16,698.688,1592.615,593.936
0.000,17,54.865,1662.354,190.749
0.000,18,1417.105,68.537,236.523
0.000,19,89.664,1081.822,424.669
0.000,20,27.843,1591.758,147.477
0.000,21,851.032,1183.861,513.286
0.000,22,284.220,588.943,186.628
0.000,23,788.697,826.044,282.021
0.000,24,473.831,608.739,597.398
0.000,25,1061.472,346.392,410.502
0.000,26,977.727,2388.348,141.044
0.000,27,941.424,1776.489,146.733
0.000,28,921.083,1915.732,132.181
0.000,29,879.278,533.973,131.560
0.000,30,1117.376,1569.982,411.879
0.000,31,306.910,1352.672,353.944
0.000,32,964.388,2545.273,534.605
0.000,33,1259.843,1306.957,174.728
0.000,34,1363.372,2499.760,443.604
0.000,35,950.131,586.809,115.868
0.000,36,1190.676,984.788,366.837
0.000,37,450.472,1014.320,390.114
0.000,38,301.661,1208.626,402.645
0.000,39,228.100,1613.656,484.014
0.000,40,303.455,1040.626,287.762
0.000,41,1441.121,2126.549,470.439
0.000,42,1418.249,997.258,540.063
0.000,43,1223.305,1877.612,513.989
0.000,44,572.335,926.615,187.730
0.000,45,84.778,1110.436,368.224
0.000,46,695.538,2505.440,475.902
0.000,47,1451.042,2243.780,252.730
5.000,0,985.625,2031.383,519.921
5.000,1,872.296,1007.432,572.002
5.000,2,1164.158,885.724,528.419
5.000,3,1375.864,1613.171,239.791
5.000,4,120.527,883.353,418.623
5.000,5,636.671,838.786,416.249
5.000,6,405.880,1534.003,252.168
5.000,7,512.161,597.126,322.676
5.000,8,1093.882,792.353,571.510
5.000,9,1379.316,2200.410,457.766
5.000,10,843.046,1815.561,140.114
5.000,11,410.945,1557.340,298.130
5.000,12,1140.433,2455.843,339.130
5.000,13,1045.807,1547.089,521.509
5.000,14,1390.156,925.230,412.631
5.000,15,921.337,2524.197,479.826
